2024_01_ARI_BUF|1|BUF|ARI|48.4|1|0.566792
2024_01_ARI_BUF|1|BUF|ARI|48.4|2|0.56645375
2024_01_ARI_BUF|1|BUF|ARI|48.4|3|0.57372415
2024_01_ARI_BUF|1|BUF|ARI|48.4|4|0.5198821
2024_01_ARI_BUF|1|BUF|ARI|48.4|5|0.46538734
2024_01_ARI_BUF|1|BUF|ARI|48.4|6|0.46958822
2024_01_ARI_BUF|1|BUF|ARI|48.4|7|0.4851135
2024_01_ARI_BUF|1|BUF|ARI|48.4|8|0.50496405
2024_01_ARI_BUF|1|BUF|ARI|48.4|9|0.4392715
2024_01_ARI_BUF|1|BUF|ARI|48.4|10|0.45465356
2024_01_ARI_BUF|1|BUF|ARI|48.4|11|0.5010277
2024_01_ARI_BUF|1|BUF|ARI|48.4|12|0.41275203
2024_01_ARI_BUF|1|BUF|ARI|48.4|13|0.41855812
2024_01_ARI_BUF|1|BUF|ARI|48.4|14|0.4334321
2024_01_ARI_BUF|1|BUF|ARI|48.4|15|0.3869528
2024_01_ARI_BUF|1|BUF|ARI|48.4|16|0.38566035
2024_01_ARI_BUF|1|BUF|ARI|48.4|17|0.4342952
2024_01_ARI_BUF|1|BUF|ARI|48.4|18|0.46429864
2024_01_ARI_BUF|1|BUF|ARI|48.4|19|0.45142472
2024_01_ARI_BUF|1|BUF|ARI|48.4|20|0.4866816
2024_01_ARI_BUF|1|BUF|ARI|48.4|21|0.3329392
2024_01_ARI_BUF|1|BUF|ARI|48.4|22|0.32953233
2024_01_ARI_BUF|1|BUF|ARI|48.4|23|0.32856685
2024_01_ARI_BUF|1|BUF|ARI|48.4|24|0.2861241
2024_01_ARI_BUF|1|BUF|ARI|48.4|25|0.286595
2024_01_ARI_BUF|1|BUF|ARI|48.4|26|0.26708412
2024_01_ARI_BUF|1|BUF|ARI|48.4|27|0.2368806
2024_01_ARI_BUF|1|BUF|ARI|48.4|28|0.23956335
2024_01_ARI_BUF|1|BUF|ARI|48.4|29|0.24379861
2024_01_ARI_BUF|1|BUF|ARI|48.4|30|0.27832204
2024_01_ARI_BUF|1|BUF|ARI|48.4|31|0.27832204
2024_01_ARI_BUF|1|BUF|ARI|48.4|32|0.2804944
2024_01_ARI_BUF|1|BUF|ARI|48.4|33|0.28802273
2024_01_ARI_BUF|1|BUF|ARI|48.4|34|0.2998305
2024_01_ARI_BUF|1|BUF|ARI|48.4|35|0.31117874
2024_01_ARI_BUF|1|BUF|ARI|48.4|36|0.30851328
2024_01_ARI_BUF|1|BUF|ARI|48.4|37|0.36594763
2024_01_ARI_BUF|1|BUF|ARI|48.4|38|0.38824716
2024_01_ARI_BUF|1|BUF|ARI|48.4|39|0.38230157
2024_01_ARI_BUF|1|BUF|ARI|48.4|40|0.36928898
2024_01_ARI_BUF|1|BUF|ARI|48.4|41|0.34725687
2024_01_ARI_BUF|1|BUF|ARI|48.4|42|0.31607637
2024_01_ARI_BUF|1|BUF|ARI|48.4|43|0.28647846
2024_01_ARI_BUF|1|BUF|ARI|48.4|44|0.33372337
2024_01_ARI_BUF|1|BUF|ARI|48.4|45|0.3318463
2024_01_ARI_BUF|1|BUF|ARI|48.4|46|0.3157162
2024_01_ARI_BUF|1|BUF|ARI|48.4|47|0.29040205
2024_01_ARI_BUF|1|BUF|ARI|48.4|48|0.3062055
2024_01_ARI_BUF|1|BUF|ARI|48.4|49|0.30568802
2024_01_ARI_BUF|1|BUF|ARI|48.4|50|0.25495577
2024_01_ARI_BUF|1|BUF|ARI|48.4|51|0.25594956
2024_01_ARI_BUF|1|BUF|ARI|48.4|52|0.26538205
2024_01_ARI_BUF|1|BUF|ARI|48.4|53|0.22527039
2024_01_ARI_BUF|1|BUF|ARI|48.4|54|0.21401155
2024_01_ARI_BUF|1|BUF|ARI|48.4|55|0.2026968
2024_01_ARI_BUF|1|BUF|ARI|48.4|56|0.18426406
2024_01_ARI_BUF|1|BUF|ARI|48.4|57|0.16434127
2024_01_ARI_BUF|1|BUF|ARI|48.4|58|0.16889611
2024_01_ARI_BUF|1|BUF|ARI|48.4|59|0.16889611
2024_01_ARI_BUF|1|BUF|ARI|48.4|60|0.17415416
2024_01_ARI_BUF|1|BUF|ARI|48.4|61|0.16271918
2024_01_ARI_BUF|1|BUF|ARI|48.4|62|0.15725087
2024_01_ARI_BUF|1|BUF|ARI|48.4|63|0.17120698
2024_01_ARI_BUF|1|BUF|ARI|48.4|64|0.15756647
2024_01_ARI_BUF|1|BUF|ARI|48.4|65|0.19485654
2024_01_ARI_BUF|1|BUF|ARI|48.4|66|0.18515776
2024_01_ARI_BUF|1|BUF|ARI|48.4|67|0.19423828
2024_01_ARI_BUF|1|BUF|ARI|48.4|68|0.23441373
2024_01_ARI_BUF|1|BUF|ARI|48.4|69|0.23907004
2024_01_ARI_BUF|1|BUF|ARI|48.4|70|0.25220546
2024_01_ARI_BUF|1|BUF|ARI|48.4|71|0.2723434
2024_01_ARI_BUF|1|BUF|ARI|48.4|72|0.27626067
2024_01_ARI_BUF|1|BUF|ARI|48.4|73|0.31121778
2024_01_ARI_BUF|1|BUF|ARI|48.4|74|0.29302663
2024_01_ARI_BUF|1|BUF|ARI|48.4|75|0.3206521
2024_01_ARI_BUF|1|BUF|ARI|48.4|76|0.2918876
2024_01_ARI_BUF|1|BUF|ARI|48.4|77|0.28742206
2024_01_ARI_BUF|1|BUF|ARI|48.4|78|0.26812148
2024_01_ARI_BUF|1|BUF|ARI|48.4|79|0.36349908
2024_01_ARI_BUF|1|BUF|ARI|48.4|80|0.34121808
2024_01_ARI_BUF|1|BUF|ARI|48.4|81|0.39339086
2024_01_ARI_BUF|1|BUF|ARI|48.4|82|0.41751093
2024_01_ARI_BUF|1|BUF|ARI|48.4|83|0.40131098
2024_01_ARI_BUF|1|BUF|ARI|48.4|84|0.3746204
2024_01_ARI_BUF|1|BUF|ARI|48.4|85|0.5286458
2024_01_ARI_BUF|1|BUF|ARI|48.4|86|0.5340267
2024_01_ARI_BUF|1|BUF|ARI|48.4|87|0.52805734
2024_01_ARI_BUF|1|BUF|ARI|48.4|88|0.5401534
2024_01_ARI_BUF|1|BUF|ARI|48.4|89|0.5517485
2024_01_ARI_BUF|1|BUF|ARI|48.4|90|0.6404143
2024_01_ARI_BUF|1|BUF|ARI|48.4|91|0.5673194
2024_01_ARI_BUF|1|BUF|ARI|48.4|92|0.5690483
2024_01_ARI_BUF|1|BUF|ARI|48.4|93|0.5347649
2024_01_ARI_BUF|1|BUF|ARI|48.4|94|0.5040123
2024_01_ARI_BUF|1|BUF|ARI|48.4|95|0.5382118
2024_01_ARI_BUF|1|BUF|ARI|48.4|96|0.5462872
2024_01_ARI_BUF|1|BUF|ARI|48.4|97|0.6802126
2024_01_ARI_BUF|1|BUF|ARI|48.4|98|0.66401905
2024_01_ARI_BUF|1|BUF|ARI|48.4|99|0.67944735
2024_01_ARI_BUF|1|BUF|ARI|48.4|100|0.63643557
2024_01_ARI_BUF|1|BUF|ARI|48.4|101|0.6995306
2024_01_ARI_BUF|1|BUF|ARI|48.4|102|0.78107
2024_01_ARI_BUF|1|BUF|ARI|48.4|103|0.7827548
2024_01_ARI_BUF|1|BUF|ARI|48.4|104|0.77865106
2024_01_ARI_BUF|1|BUF|ARI|48.4|105|0.7890206
2024_01_ARI_BUF|1|BUF|ARI|48.4|106|0.81258714
2024_01_ARI_BUF|1|BUF|ARI|48.4|107|0.7262814
2024_01_ARI_BUF|1|BUF|ARI|48.4|108|0.68519306
2024_01_ARI_BUF|1|BUF|ARI|48.4|109|0.68769133
2024_01_ARI_BUF|1|BUF|ARI|48.4|110|0.68769133
2024_01_ARI_BUF|1|BUF|ARI|48.4|111|0.68808573
2024_01_ARI_BUF|1|BUF|ARI|48.4|112|0.77961576
2024_01_ARI_BUF|1|BUF|ARI|48.4|113|0.75808847
2024_01_ARI_BUF|1|BUF|ARI|48.4|114|0.7639996
2024_01_ARI_BUF|1|BUF|ARI|48.4|115|0.7807388
2024_01_ARI_BUF|1|BUF|ARI|48.4|116|0.81280947
2024_01_ARI_BUF|1|BUF|ARI|48.4|117|0.7952938
2024_01_ARI_BUF|1|BUF|ARI|48.4|118|0.7703045
2024_01_ARI_BUF|1|BUF|ARI|48.4|119|0.75288
2024_01_ARI_BUF|1|BUF|ARI|48.4|120|0.768989
2024_01_ARI_BUF|1|BUF|ARI|48.4|121|0.82578903
2024_01_ARI_BUF|1|BUF|ARI|48.4|122|0.80601025
2024_01_ARI_BUF|1|BUF|ARI|48.4|123|0.85492194
2024_01_ARI_BUF|1|BUF|ARI|48.4|124|0.85066754
2024_01_ARI_BUF|1|BUF|ARI|48.4|125|0.9286419
2024_01_ARI_BUF|1|BUF|ARI|48.4|126|0.93061334
2024_01_ARI_BUF|1|BUF|ARI|48.4|127|0.77732694
2024_01_ARI_BUF|1|BUF|ARI|48.4|128|0.75416493
2024_01_ARI_BUF|1|BUF|ARI|48.4|129|0.7601416
2024_01_ARI_BUF|1|BUF|ARI|48.4|130|0.8198423
2024_01_ARI_BUF|1|BUF|ARI|48.4|131|0.7697964
2024_01_ARI_BUF|1|BUF|ARI|48.4|132|0.8185395
2024_01_ARI_BUF|1|BUF|ARI|48.4|133|0.7796056
2024_01_ARI_BUF|1|BUF|ARI|48.4|134|0.7803167
2024_01_ARI_BUF|1|BUF|ARI|48.4|135|0.7232629
2024_01_ARI_BUF|1|BUF|ARI|48.4|136|0.68355644
2024_01_ARI_BUF|1|BUF|ARI|48.4|137|0.70822
2024_01_ARI_BUF|1|BUF|ARI|48.4|138|0.7367415
2024_01_ARI_BUF|1|BUF|ARI|48.4|139|0.80166745
2024_01_ARI_BUF|1|BUF|ARI|48.4|140|0.8378228
2024_01_ARI_BUF|1|BUF|ARI|48.4|141|0.8618159
2024_01_ARI_BUF|1|BUF|ARI|48.4|142|0.84873384
2024_01_ARI_BUF|1|BUF|ARI|48.4|143|0.87073475
2024_01_ARI_BUF|1|BUF|ARI|48.4|144|0.8784715
2024_01_ARI_BUF|1|BUF|ARI|48.4|145|0.89569193
2024_01_ARI_BUF|1|BUF|ARI|48.4|146|0.83940893
2024_01_ARI_BUF|1|BUF|ARI|48.4|147|0.8147474
2024_01_ARI_BUF|1|BUF|ARI|48.4|148|0.84033
2024_01_ARI_BUF|1|BUF|ARI|48.4|149|0.8470751
2024_01_ARI_BUF|1|BUF|ARI|48.4|150|0.76424515
2024_01_ARI_BUF|1|BUF|ARI|48.4|151|0.7688939
2024_01_ARI_BUF|1|BUF|ARI|48.4|152|0.772025
2024_01_ARI_BUF|1|BUF|ARI|48.4|153|0.8020872
2024_01_ARI_BUF|1|BUF|ARI|48.4|154|0.83388364
2024_01_ARI_BUF|1|BUF|ARI|48.4|155|0.863891
2024_01_ARI_BUF|1|BUF|ARI|48.4|156|0.9856985
2024_01_ARI_BUF|1|BUF|ARI|48.4|157|
2024_10_BUF_IND|10|IND|BUF|43.7|1|0.43320796
2024_10_BUF_IND|10|IND|BUF|43.7|2|0.43390882
2024_10_BUF_IND|10|IND|BUF|43.7|3|0.4548994
2024_10_BUF_IND|10|IND|BUF|43.7|4|0.43678147
2024_10_BUF_IND|10|IND|BUF|43.7|5|0.432612
2024_10_BUF_IND|10|IND|BUF|43.7|6|0.39815715
2024_10_BUF_IND|10|IND|BUF|43.7|7|0.4019053
2024_10_BUF_IND|10|IND|BUF|43.7|8|0.61236906
2024_10_BUF_IND|10|IND|BUF|43.7|9|0.6141305
2024_10_BUF_IND|10|IND|BUF|43.7|10|0.6053254
2024_10_BUF_IND|10|IND|BUF|43.7|11|0.62132835
2024_10_BUF_IND|10|IND|BUF|43.7|12|0.569028
2024_10_BUF_IND|10|IND|BUF|43.7|13|0.5854949
2024_10_BUF_IND|10|IND|BUF|43.7|14|0.57480675
2024_10_BUF_IND|10|IND|BUF|43.7|15|0.63227576
2024_10_BUF_IND|10|IND|BUF|43.7|16|0.5483568
2024_10_BUF_IND|10|IND|BUF|43.7|17|0.69429106
2024_10_BUF_IND|10|IND|BUF|43.7|18|0.6826258
2024_10_BUF_IND|10|IND|BUF|43.7|19|0.6877545
2024_10_BUF_IND|10|IND|BUF|43.7|20|0.7307553
2024_10_BUF_IND|10|IND|BUF|43.7|21|0.71833646
2024_10_BUF_IND|10|IND|BUF|43.7|22|0.75565374
2024_10_BUF_IND|10|IND|BUF|43.7|23|0.7538614
2024_10_BUF_IND|10|IND|BUF|43.7|24|0.74255496
2024_10_BUF_IND|10|IND|BUF|43.7|25|0.7175344
2024_10_BUF_IND|10|IND|BUF|43.7|26|0.70753706
2024_10_BUF_IND|10|IND|BUF|43.7|27|0.69982153
2024_10_BUF_IND|10|IND|BUF|43.7|28|0.7023408
2024_10_BUF_IND|10|IND|BUF|43.7|29|0.60934734
2024_10_BUF_IND|10|IND|BUF|43.7|30|0.62886447
2024_10_BUF_IND|10|IND|BUF|43.7|31|0.6611988
2024_10_BUF_IND|10|IND|BUF|43.7|32|0.6919663
2024_10_BUF_IND|10|IND|BUF|43.7|33|0.6651807
2024_10_BUF_IND|10|IND|BUF|43.7|34|0.66548735
2024_10_BUF_IND|10|IND|BUF|43.7|35|0.6784933
2024_10_BUF_IND|10|IND|BUF|43.7|36|0.7015455
2024_10_BUF_IND|10|IND|BUF|43.7|37|0.7030805
2024_10_BUF_IND|10|IND|BUF|43.7|38|0.7070227
2024_10_BUF_IND|10|IND|BUF|43.7|39|0.7230308
2024_10_BUF_IND|10|IND|BUF|43.7|40|0.71039677
2024_10_BUF_IND|10|IND|BUF|43.7|41|0.7008806
